#Data tag : 24v2 , Norm tag: composite
# brilcalc lumi --normtag /cvmfs/cms-bril.cern.ch/cms-lumi-pog/Normtags/normtag_PHYSICS.json -u /fb --begin 348457 --end 362782 > lumi_2022.txt
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 357441:8124 | 08/13/22 18:25:23 | 97   | 84   | 0.029615121    | 0.024800583   |
| 357442:8124 | 08/13/22 19:03:01 | 1386 | 1386 | 0.320147247    | 0.311593572   |
| 357447:8125 | 08/14/22 06:44:57 | 25   | 25   | 0.003018150    | 0.002657274   |
| 357472:8128 | 08/14/22 18:41:14 | 32   | 32   | 0.007986853    | 0.007509531   |
| 357478:8128 | 08/15/22 03:48:55 | 15   | 10   | 0.004327752    | 0.001893546   |
| 357479:8128 | 08/15/22 03:54:43 | 1065 | 1046 | 0.349945619    | 0.327925714   |
| 357482:8128 | 08/15/22 10:48:28 | 237  | 237  | 0.055145453    | 0.050109537   |
| 357538:8132 | 08/15/22 20:36:32 | 33   | 28   | 0.008684413    | 0.005891716   |
| 357539:8132 | 08/15/22 20:49:05 | 16   | 8    | 0.004224421    | 0.000361754   |
| 357540:8132 | 08/15/22 20:54:59 | 6    | 2    | 0.001709195    | 0.000075285   |
| 357542:8132 | 08/15/22 20:57:04 | 260  | 252  | 0.095268157    | 0.083668372   |
| 357550:8132 | 08/15/22 22:37:57 | 37   | 37   | 0.012845617    | 0.011725287   |
| 357610:8136 | 08/17/22 05:34:00 | 197  | 192  | 0.049725782    | 0.045322512   |
| 357611:8136 | 08/17/22 06:50:12 | 419  | 412  | 0.117332694    | 0.110069209   |
| 357612:8136 | 08/17/22 09:32:56 | 746  | 736  | 0.163689014    | 0.155255835   |
| 357613:8136 | 08/17/22 14:22:26 | 270  | 265  | 0.046660007    | 0.045516370   |
| 357687:8142 | 08/19/22 00:51:06 | 72   | 24   | 0.020343708    | 0.000450922   |
| 357688:8142 | 08/19/22 01:18:59 | 386  | 386  | 0.139184286    | 0.128937007   |
| 357696:8143 | 08/19/22 06:52:59 | 391  | 382  | 0.143783529    | 0.129671585   |
| 357697:8143 | 08/19/22 09:24:42 | 82   | 78   | 0.029021719    | 0.025227048   |
| 357698:8143 | 08/19/22 09:56:20 | 70   | 63   | 0.023881613    | 0.018517336   |
| 357699:8143 | 08/19/22 10:23:21 | 35   | 30   | 0.011586862    | 0.009171002   |
| 357700:8143 | 08/19/22 10:36:51 | 766  | 758  | 0.216217085    | 0.208245303   |
| 357701:8143 | 08/19/22 15:34:11 | 410  | 344  | 0.091667223    | 0.069067064   |
| 357704:8143 | 08/19/22 18:13:10 | 92   | 86   | 0.019045042    | 0.017230109   |
| 357705:8143 | 08/19/22 18:48:46 | 213  | 203  | 0.042007154    | 0.038450728   |
| 357706:8143 | 08/19/22 20:11:20 | 173  | 173  | 0.028882206    | 0.028103632   |
| 357720:8144 | 08/19/22 23:21:32 | 87   | 87   | 0.022473124    | 0.020580988   |
| 357732:8146 | 08/20/22 10:01:09 | 138  | 130  | 0.050850804    | 0.041170674   |
| 357733:8146 | 08/20/22 10:54:39 | 26   | 15   | 0.011263714    | 0.005122735   |
| 357734:8146 | 08/20/22 11:04:44 | 304  | 300  | 0.118514693    | 0.108482922   |
| 357735:8146 | 08/20/22 13:02:37 | 1131 | 1131 | 0.329995868    | 0.318547990   |
| 357754:8147 | 08/20/22 22:52:12 | 123  | 119  | 0.040197262    | 0.033522632   |
| 357755:8147 | 08/20/22 23:39:45 | 13   | 5    | 0.005446810    | 0             |
| 357756:8147 | 08/20/22 23:44:38 | 429  | 425  | 0.159079955    | 0.147894404   |
| 357757:8147 | 08/21/22 02:31:13 | 16   | 9    | 0.005358914    | 0.002110935   |
| 357758:8147 | 08/21/22 02:37:20 | 91   | 85   | 0.029717536    | 0.025170244   |
| 357759:8147 | 08/21/22 03:12:43 | 90   | 70   | 0.027087850    | 0.020434599   |
| 357760:8147 | 08/21/22 03:47:42 | 2    | 2    | 0              | 0             |
| 357766:8148 | 08/21/22 07:27:00 | 146  | 141  | 0.054436086    | 0.045885842   |
| 357767:8148 | 08/21/22 08:23:41 | 44   | 17   | 0.018942096    | 0.005848086   |
| 357769:8148 | 08/21/22 08:40:25 | 38   | 19   | 0.015941032    | 0.006691042   |
| 357770:8148 | 08/21/22 08:54:49 | 80   | 32   | 0.032724996    | 0.011888510   |
| 357771:8148 | 08/21/22 09:25:42 | 152  | 129  | 0.058292040    | 0.047836131   |
| 357776:8148 | 08/21/22 10:24:33 | 569  | 562  | 0.184854368    | 0.174693367   |
| 357777:8148 | 08/21/22 14:05:36 | 97   | 86   | 0.027119093    | 0.023178791   |
| 357778:8148 | 08/21/22 14:43:18 | 367  | 358  | 0.093220214    | 0.086924521   |
| 357779:8148 | 08/21/22 17:05:47 | 90   | 81   | 0.020989432    | 0.016853642   |
| 357780:8148 | 08/21/22 17:40:37 | 11   | 2    | 0.002537095    | 0.000103926   |
| 357781:8148 | 08/21/22 17:44:36 | 20   | 20   | 0.002241842    | 0.002078630   |
| 357802:8149 | 08/21/22 20:58:51 | 171  | 166  | 0.059831490    | 0.053266824   |
| 357803:8149 | 08/21/22 22:05:02 | 160  | 154  | 0.058265449    | 0.052605272   |
| 357804:8149 | 08/21/22 23:06:52 | 28   | 23   | 0.010202010    | 0.007676499   |
| 357805:8149 | 08/21/22 23:17:38 | 93   | 88   | 0.033068394    | 0.029522769   |
| 357806:8149 | 08/21/22 23:53:44 | 70   | 65   | 0.021748846    | 0.018219063   |
| 357807:8149 | 08/22/22 00:20:46 | 250  | 244  | 0.083382624    | 0.077760803   |
| 357808:8149 | 08/22/22 01:57:54 | 23   | 17   | 0.007164420    | 0.004306084   |
| 357809:8149 | 08/22/22 02:06:38 | 44   | 41   | 0.013630132    | 0.012018093   |
| 357812:8149 | 08/22/22 02:23:37 | 53   | 50   | 0.016122531    | 0.014521098   |
| 357813:8149 | 08/22/22 02:44:13 | 296  | 293  | 0.083976385    | 0.079167041   |
| 357814:8149 | 08/22/22 04:39:13 | 220  | 212  | 0.056512992    | 0.050887257   |
| 357815:8149 | 08/22/22 06:04:22 | 950  | 950  | 0.199162842    | 0.193992442   |
| 357885:8151 | 08/22/22 23:40:35 | 101  | 98   | 0.025435065    | 0.021822241   |
| 357886:8151 | 08/23/22 00:19:45 | 9    | 6    | 0.003204106    | 0.001329672   |
| 357887:8151 | 08/23/22 00:22:58 | 11   | 8    | 0.004086457    | 0.002116496   |
| 357888:8151 | 08/23/22 00:27:05 | 9    | 5    | 0.003381729    | 0.001285947   |
| 357889:8151 | 08/23/22 00:30:29 | 16   | 10   | 0.005974143    | 0.002503145   |
| 357890:8151 | 08/23/22 00:36:27 | 29   | 23   | 0.010689699    | 0.006508898   |
| 357891:8151 | 08/23/22 00:47:38 | 45   | 41   | 0.016272055    | 0.013365642   |
| 357892:8151 | 08/23/22 01:04:53 | 38   | 30   | 0.013883738    | 0.010066573   |
| 357893:8151 | 08/23/22 01:19:40 | 19   | 15   | 0.006913500    | 0.003618701   |
| 357894:8151 | 08/23/22 01:26:44 | 32   | 27   | 0.011690760    | 0.007364915   |
| 357895:8151 | 08/23/22 01:39:07 | 56   | 52   | 0.020954796    | 0.015579924   |
| 357896:8151 | 08/23/22 02:00:40 | 19   | 15   | 0.006973038    | 0.004427292   |
| 357897:8151 | 08/23/22 02:07:52 | 49   | 18   | 0.017467161    | 0.005524957   |
| 357898:8151 | 08/23/22 02:26:33 | 316  | 313  | 0.113413683    | 0.105085095   |
| 357899:8151 | 08/23/22 04:29:12 | 642  | 638  | 0.196740225    | 0.186117035   |
| 357900:8151 | 08/23/22 08:38:20 | 534  | 531  | 0.127216919    | 0.120697457   |
| 359268:8177 | 09/23/22 16:44:08 | 347  | 332  | 0.000042510    | 0.000040120   |
| 359270:8177 | 09/23/22 18:58:37 | 166  | 166  | 0.000018968    | 0.000018689   |
| 359278:8178 | 09/23/22 22:21:33 | 36   | 30   | 0.000007905    | 0.000005890   |
| 359279:8178 | 09/23/22 22:35:28 | 41   | 35   | 0.000014931    | 0.000012290   |
| 359280:8178 | 09/23/22 22:51:24 | 44   | 41   | 0.000017016    | 0.000015414   |
| 359281:8178 | 09/23/22 23:08:08 | 44   | 37   | 0.000017008    | 0.000014039   |
| 359282:8178 | 09/23/22 23:25:12 | 1985 | 1977 | 0.000367652    | 0.000359558   |
| 359283:8178 | 09/24/22 12:16:19 | 22   | 13   | 0.000009059    | 0.000004896   |
| 359284:8178 | 09/24/22 12:24:46 | 13   | 7    | 0.000005356    | 0.000002678   |
| 359285:8178 | 09/24/22 12:29:47 | 22   | 1    | 0.000009067    | 0.000000279   |
| 359286:8178 | 09/24/22 12:38:10 | 222  | 215  | 0.000091707    | 0.000086926   |
| 359287:8178 | 09/24/22 14:04:22 | 80   | 77   | 0.000026732    | 0.000024955   |
| 359288:8178 | 09/24/22 14:35:13 | 199  | 186  | 0.000035203    | 0.000029250   |
| 359289:8178 | 09/24/22 15:52:15 | 1011 | 997  | 0.000328559    | 0.000319040   |
| 359291:8178 | 09/24/22 22:24:49 | 1240 | 1227 | 0.000514309    | 0.000497862   |
| 359293:8178 | 09/25/22 06:26:13 | 204  | 201  | 0.000085486    | 0.000082968   |
| 359294:8178 | 09/25/22 07:45:15 | 1202 | 1188 | 0.000308617    | 0.000299617   |
| 359296:8178 | 09/25/22 15:32:02 | 417  | 410  | 0.000135179    | 0.000130534   |
| 359297:8178 | 09/25/22 18:13:50 | 2083 | 2083 | 0.000799934    | 0.000789506   |
| 359342:8181 | 09/26/22 15:53:44 | 13   | 9    | 0.000004922    | 0.000002508   |
| 359343:8181 | 09/26/22 15:58:32 | 553  | 553  | 0.000219983    | 0.000209566   |
| 359356:8184 | 09/27/22 00:27:37 | 36   | 36   | 0.000002476    | 0.000002374   |
| 359568:8210 | 09/29/22 14:22:17 | 47   | 38   | 0.000763464    | 0.000593441   |
| 359569:8210 | 09/29/22 14:40:17 | 91   | 83   | 0.001462777    | 0.001313404   |
| 359570:8210 | 09/29/22 15:15:29 | 36   | 19   | 0.000573558    | 0.000284938   |
| 359571:8210 | 09/29/22 15:29:19 | 185  | 168  | 0.002906470    | 0.002469080   |
| 359575:8210 | 09/29/22 16:41:25 | 102  | 89   | 0.001578892    | 0.001306669   |
| 359576:8210 | 09/29/22 17:21:00 | 58   | 47   | 0.000888859    | 0.000678906   |
| 359577:8210 | 09/29/22 17:43:13 | 46   | 35   | 0.000699227    | 0.000524222   |
| 359578:8210 | 09/29/22 18:00:50 | 45   | 35   | 0.000678122    | 0.000514355   |
| 359579:8210 | 09/29/22 18:18:17 | 43   | 32   | 0.000956782    | 0.000668939   |
| 359580:8210 | 09/29/22 18:34:42 | 43   | 33   | 0.001085729    | 0.000804112   |
| 359581:8210 | 09/29/22 18:51:17 | 43   | 32   | 0.001069966    | 0.000784485   |
| 359582:8210 | 09/29/22 19:07:49 | 50   | 34   | 0.001228797    | 0.000780715   |
| 359584:8210 | 09/29/22 19:27:04 | 44   | 33   | 0.001062677    | 0.000740845   |
| 359585:8210 | 09/29/22 19:44:00 | 231  | 231  | 0.002929431    | 0.002862831   |
| 359595:8211 | 09/30/22 00:53:03 | 289  | 276  | 0.006570549    | 0.006253397   |
| 359597:8211 | 09/30/22 02:45:13 | 106  | 106  | 0.002292921    | 0.002237333   |
| 359599:8212 | 09/30/22 05:21:39 | 8    | 0    | 0.000578197    | 0             |
| 359602:8212 | 09/30/22 05:24:24 | 84   | 74   | 0.006866486    | 0.005432578   |
| 359603:8212 | 09/30/22 05:56:50 | 23   | 11   | 0.002255888    | 0.001044233   |
| 359604:8212 | 09/30/22 06:05:26 | 20   | 10   | 0.001946734    | 0.000894266   |
| 359605:8212 | 09/30/22 06:13:01 | 22   | 18   | 0.002099178    | 0.001362380   |
| 359606:8212 | 09/30/22 06:21:31 | 9    | 3    | 0.000861541    | 0             |
| 359607:8212 | 09/30/22 06:24:49 | 50   | 50   | 0.004798009    | 0.004652447   |
| 359608:8212 | 09/30/22 07:21:02 | 95   | 95   | 0.008054289    | 0.007879709   |
| 359609:8212 | 09/30/22 08:00:32 | 32   | 25   | 0.002614448    | 0.001672407   |
| 359610:8212 | 09/30/22 08:12:56 | 30   | 21   | 0.002414286    | 0.000221392   |
| 359611:8212 | 09/30/22 08:24:14 | 20   | 2    | 0.001573017    | 0.000018031   |
| 359612:8212 | 09/30/22 08:31:57 | 24   | 12   | 0.001888800    | 0.000759440   |
| 359614:8212 | 09/30/22 08:40:56 | 5    | 5    | 0.000390661    | 0.000390311   |
| 359661:8214 | 09/30/22 14:54:06 | 83   | 83   | 0.009771216    | 0.009254340   |
| 359681:8216 | 09/30/22 20:47:14 | 3    | 0    | 0.000359921    | 0             |
| 359682:8216 | 09/30/22 20:48:12 | 14   | 2    | 0.001667868    | 0.000002193   |
| 359683:8216 | 09/30/22 20:53:32 | 21   | 17   | 0.002708512    | 0.000120008   |
| 359684:8216 | 09/30/22 21:01:34 | 166  | 159  | 0.028286871    | 0.026857914   |
| 359685:8216 | 09/30/22 22:05:59 | 170  | 141  | 0.026738746    | 0.020881736   |
| 359686:8216 | 09/30/22 23:11:45 | 942  | 942  | 0.114490793    | 0.113620681   |
| 359691:8220 | 10/01/22 10:46:03 | 222  | 149  | 0.069874735    | 0.036863956   |
| 359693:8220 | 10/01/22 12:12:09 | 622  | 614  | 0.172534159    | 0.162174475   |
| 359694:8220 | 10/01/22 16:13:37 | 1093 | 1093 | 0.221400030    | 0.216175284   |
| 359699:8221 | 10/02/22 02:39:03 | 1969 | 1969 | 0.439803279    | 0.426055290   |
| 359717:8222 | 10/02/22 18:37:50 | 347  | 341  | 0.132581506    | 0.124578243   |
| 359718:8222 | 10/02/22 20:52:32 | 373  | 373  | 0.127875926    | 0.122437334   |
| 359750:8223 | 10/03/22 11:37:49 | 199  | 193  | 0.076263351    | 0.060309912   |
| 359751:8223 | 10/03/22 12:54:53 | 1013 | 1013 | 0.322946665    | 0.309591251   |
| 359762:8225 | 10/03/22 23:14:27 | 242  | 237  | 0.090298598    | 0.084045159   |
| 359763:8225 | 10/04/22 00:48:18 | 481  | 474  | 0.163315087    | 0.154701086   |
| 359764:8225 | 10/04/22 03:54:57 | 1124 | 1124 | 0.273165014    | 0.263387851   |
| 359776:8226 | 10/04/22 13:35:02 | 335  | 335  | 0.000214888    | 0.000212878   |
| 359806:8228 | 10/04/22 22:41:41 | 393  | 371  | 0.158971857    | 0.143369172   |
| 359808:8228 | 10/05/22 01:14:08 | 49   | 46   | 0.018857445    | 0.016455101   |
| 359809:8228 | 10/05/22 01:32:58 | 47   | 44   | 0.017687476    | 0.015329860   |
| 359810:8228 | 10/05/22 01:51:08 | 201  | 184  | 0.071341436    | 0.062054692   |
| 359812:8228 | 10/05/22 03:09:00 | 244  | 228  | 0.079046293    | 0.070242996   |
| 359813:8228 | 10/05/22 04:43:40 | 15   | 6    | 0.004593580    | 0.000000244   |
| 359814:8228 | 10/05/22 04:49:10 | 383  | 383  | 0.104234975    | 0.100484772   |
| 359868:8230 | 10/05/22 18:53:52 | 16   | 8    | 0.005611409    | 0.000694620   |
| 359869:8230 | 10/05/22 18:59:48 | 17   | 10   | 0.006424158    | 0.000000363   |
| 359870:8230 | 10/05/22 19:06:14 | 20   | 13   | 0.008311596    | 0.003016274   |
| 359871:8230 | 10/05/22 19:13:55 | 277  | 243  | 0.103901065    | 0.097958073   |
| 359887:8232 | 10/06/22 05:07:33 | 487  | 487  | 0.000318457    | 0.000316240   |
| 359899:8233 | 10/06/22 10:24:34 | 297  | 289  | 0.008558410    | 0.007739241   |
| 359901:8233 | 10/06/22 12:19:42 | 22   | 7    | 0.000587172    | 0.000000023   |
| 359903:8233 | 10/06/22 12:28:03 | 41   | 31   | 0.001073995    | 0.000419071   |
| 359904:8233 | 10/06/22 12:43:43 | 24   | 16   | 0.000620394    | 0.000000021   |
| 359905:8233 | 10/06/22 12:53:02 | 20   | 6    | 0.000515155    | 0.000036364   |
| 359998:8236 | 10/07/22 16:17:45 | 1907 | 1907 | 0.598645305    | 0.576657109   |
| 360017:8238 | 10/08/22 11:21:01 | 65   | 53   | 0.016445595    | 0.012992252   |
| 360018:8238 | 10/08/22 11:46:06 | 20   | 12   | 0.006026756    | 0.003201157   |
| 360019:8238 | 10/08/22 11:53:37 | 1513 | 1513 | 0.482604449    | 0.465863600   |
| 360075:8245 | 10/09/22 20:40:46 | 856  | 794  | 0.345160535    | 0.308738805   |
| 360088:8245 | 10/10/22 02:13:18 | 328  | 314  | 0.106970076    | 0.098964661   |
| 360090:8245 | 10/10/22 04:20:43 | 804  | 804  | 0.206920433    | 0.200044001   |
| 360116:8247 | 10/10/22 13:52:55 | 433  | 407  | 0.173613466    | 0.152198865   |
| 360121:8247 | 10/10/22 16:41:07 | 12   | 4    | 0.005136813    | 0.000000116   |
| 360122:8247 | 10/10/22 16:45:29 | 6    | 3    | 0.002596330    | 0.000232325   |
| 360123:8247 | 10/10/22 16:47:48 | 6    | 2    | 0.002585428    | 0.000073918   |
| 360124:8247 | 10/10/22 16:49:51 | 8    | 1    | 0.003433738    | 0.000140911   |
| 360125:8247 | 10/10/22 16:52:44 | 331  | 324  | 0.130383790    | 0.121156905   |
| 360126:8247 | 10/10/22 19:01:15 | 375  | 370  | 0.126647876    | 0.119669561   |
| 360127:8247 | 10/10/22 21:26:55 | 205  | 201  | 0.061091040    | 0.057739014   |
| 360128:8247 | 10/10/22 22:46:22 | 180  | 172  | 0.049988880    | 0.044027649   |
| 360129:8247 | 10/10/22 23:56:02 | 56   | 50   | 0.014948562    | 0.000000350   |
| 360130:8247 | 10/11/22 00:17:44 | 99   | 91   | 0.025645541    | 0.022414012   |
| 360131:8247 | 10/11/22 00:56:13 | 390  | 390  | 0.089937746    | 0.087370717   |
| 360141:8248 | 10/11/22 05:31:12 | 759  | 759  | 0.304319847    | 0.290185225   |
| 360224:8253 | 10/12/22 01:08:06 | 243  | 227  | 0.094501081    | 0.080865189   |
| 360225:8253 | 10/12/22 02:42:17 | 369  | 369  | 0.150648857    | 0.140058708   |
| 360295:8260 | 10/13/22 02:44:16 | 1450 | 1443 | 0.543644807    | 0.517464588   |
| 360296:8260 | 10/13/22 12:07:36 | 533  | 533  | 0.137738076    | 0.133030368   |
| 360327:8263 | 10/14/22 00:25:36 | 357  | 357  | 0.138739035    | 0.132317078   |
| 360390:8267 | 10/14/22 20:28:53 | 85   | 82   | 0.033031108    | 0.029494876   |
| 360391:8267 | 10/14/22 21:01:37 | 23   | 13   | 0.009820502    | 0.001747865   |
| 360392:8267 | 10/14/22 21:10:16 | 68   | 65   | 0.028358006    | 0.024097497   |
| 360393:8267 | 10/14/22 21:36:29 | 157  | 157  | 0.052177632    | 0.048985637   |
| 360400:8269 | 10/15/22 02:46:53 | 87   | 87   | 0.025536614    | 0.024300205   |
| 360413:8272 | 10/15/22 09:29:51 | 110  | 101  | 0.040654416    | 0.036273395   |
| 360414:8272 | 10/15/22 10:12:36 | 6    | 6    | 0              | 0             |
| 360428:8273 | 10/15/22 13:02:15 | 85   | 82   | 0.033825294    | 0.028136070   |
| 360429:8273 | 10/15/22 13:35:04 | 11   | 4    | 0.004452143    | 0             |
| 360430:8273 | 10/15/22 13:39:11 | 37   | 20   | 0.015804064    | 0.000000145   |
| 360432:8273 | 10/15/22 13:53:32 | 39   | 32   | 0.016472576    | 0.011368437   |
| 360433:8273 | 10/15/22 14:08:37 | 8    | 4    | 0.003333469    | 0.000000033   |
| 360434:8273 | 10/15/22 14:11:33 | 11   | 4    | 0.004550515    | 0             |
| 360435:8273 | 10/15/22 14:15:34 | 78   | 60   | 0.032464880    | 0.019788625   |
| 360437:8273 | 10/15/22 14:45:40 | 51   | 44   | 0.021488424    | 0.016295282   |
| 360438:8273 | 10/15/22 15:05:14 | 77   | 61   | 0.031782709    | 0.019292393   |
| 360439:8273 | 10/15/22 15:34:51 | 21   | 15   | 0.008651051    | 0.005588137   |
| 360440:8273 | 10/15/22 15:42:46 | 12   | 6    | 0.005170550    | 0.002098154   |
| 360441:8273 | 10/15/22 15:47:09 | 152  | 145  | 0.064182402    | 0.058497827   |
| 360442:8273 | 10/15/22 16:46:07 | 141  | 102  | 0.056461777    | 0.039600697   |
| 360444:8273 | 10/15/22 17:40:40 | 9    | 3    | 0.000434055    | 0.000000015   |
| 360445:8273 | 10/15/22 17:44:00 | 12   | 12   | 0              | 0             |
| 360458:8274 | 10/15/22 20:23:50 | 215  | 207  | 0.080851963    | 0.070338042   |
| 360459:8274 | 10/15/22 21:47:03 | 1344 | 1339 | 0.477955079    | 0.455253096   |
| 360460:8274 | 10/16/22 06:28:58 | 1088 | 1088 | 0.240867320    | 0.233062735   |
| 360486:8276 | 10/16/22 17:00:52 | 451  | 433  | 0.185330699    | 0.160048274   |
| 360490:8276 | 10/16/22 19:56:06 | 1203 | 1199 | 0.389589110    | 0.370978468   |
| 360491:8276 | 10/17/22 03:43:11 | 191  | 191  | 0.043226577    | 0.041331261   |
| 360737:8289 | 10/19/22 10:34:59 | 25   | 25   | 0.000980651    | 0.000925137   |
| 360761:8293 | 10/19/22 15:02:11 | 164  | 164  | 0.009319078    | 0.009128266   |
| 360794:8295 | 10/19/22 23:56:45 | 691  | 684  | 0.284504098    | 0.266350235   |
| 360795:8295 | 10/20/22 04:25:12 | 416  | 412  | 0.155536697    | 0.147623043   |
| 360796:8295 | 10/20/22 07:06:44 | 561  | 556  | 0.168493627    | 0.160548789   |
| 360797:8295 | 10/20/22 10:44:41 | 17   | 17   | 0.002895755    | 0.002523479   |
| 360819:8297 | 10/20/22 13:45:03 | 11   | 3    | 0.004119985    | 0             |
| 360820:8297 | 10/20/22 13:48:59 | 899  | 892  | 0.368796106    | 0.345405598   |
| 360821:8297 | 10/20/22 19:38:13 | 103  | 9    | 0.037502292    | 0.000000089   |
| 360825:8297 | 10/20/22 20:18:00 | 366  | 359  | 0.121334171    | 0.113198388   |
| 360826:8297 | 10/20/22 22:40:05 | 132  | 132  | 0.035868394    | 0.033771484   |
| 360856:8299 | 10/21/22 11:12:32 | 62   | 62   | 0.003213057    | 0.003116978   |
| 360874:8301 | 10/21/22 16:53:37 | 61   | 54   | 0.003678855    | 0.003071563   |
| 360875:8301 | 10/21/22 17:17:17 | 39   | 32   | 0.002523893    | 0.001961081   |
| 360876:8301 | 10/21/22 17:32:24 | 414  | 347  | 0.024917702    | 0.021002543   |
| 360887:8302 | 10/21/22 22:36:46 | 134  | 125  | 0.050745700    | 0.043269223   |
| 360888:8302 | 10/21/22 23:28:39 | 305  | 297  | 0.134581457    | 0.121785638   |
| 360889:8302 | 10/22/22 01:26:51 | 43   | 36   | 0.018818778    | 0.008549121   |
| 360890:8302 | 10/22/22 01:43:25 | 540  | 519  | 0.209038760    | 0.192971598   |
| 360892:8302 | 10/22/22 05:12:51 | 311  | 307  | 0.100433429    | 0.095479296   |
| 360893:8302 | 10/22/22 07:13:39 | 34   | 16   | 0.010276747    | 0.004415126   |
| 360894:8302 | 10/22/22 07:26:51 | 20   | 13   | 0.005973533    | 0.003467611   |
| 360895:8302 | 10/22/22 07:34:19 | 709  | 705  | 0.182137549    | 0.176019620   |
| 360919:8304 | 10/22/22 16:01:25 | 803  | 800  | 0.339959112    | 0.320972303   |
| 360920:8304 | 10/22/22 21:13:18 | 11   | 4    | 0.004382651    | 0.001361331   |
| 360921:8304 | 10/22/22 21:17:35 | 220  | 220  | 0.082272680    | 0.078626577   |
| 360927:8305 | 10/23/22 01:06:25 | 1908 | 1897 | 0.688471585    | 0.654898850   |
| 360940:8306 | 10/23/22 15:35:40 | 13   | 5    | 0.002685082    | 0.000340025   |
| 360941:8306 | 10/23/22 15:40:28 | 87   | 76   | 0.032830700    | 0.024774096   |
| 360942:8306 | 10/23/22 16:14:08 | 391  | 348  | 0.168455254    | 0.140452727   |
| 360945:8306 | 10/23/22 18:45:57 | 108  | 99   | 0.046436919    | 0.038036875   |
| 360946:8306 | 10/23/22 19:27:46 | 398  | 369  | 0.160144593    | 0.140659414   |
| 360948:8306 | 10/23/22 22:02:16 | 133  | 123  | 0.047735851    | 0.041288591   |
| 360950:8306 | 10/23/22 22:53:44 | 730  | 718  | 0.220912394    | 0.209145437   |
| 360951:8306 | 10/24/22 03:37:03 | 195  | 195  | 0.046765084    | 0.044827438   |
| 360991:8307 | 10/24/22 10:23:17 | 245  | 238  | 0.029105415    | 0.027148329   |
| 360992:8307 | 10/24/22 11:58:16 | 107  | 107  | 0.011058355    | 0.010788356   |
| 361020:8309 | 10/24/22 17:05:01 | 409  | 404  | 0.027561959    | 0.025771749   |
| 361032:8309 | 10/24/22 19:43:40 | 11   | 11   | 0.000717941    | 0.000717453   |
| 361044:8311 | 10/25/22 00:03:13 | 134  | 127  | 0.052138544    | 0.046105727   |
| 361045:8311 | 10/25/22 00:55:10 | 1004 | 956  | 0.414860318    | 0.375170229   |
| 361050:8311 | 10/25/22 07:24:54 | 25   | 10   | 0.008681208    | 0.003135028   |
| 361052:8311 | 10/25/22 07:34:36 | 74   | 65   | 0.024695073    | 0.020606209   |
| 361053:8311 | 10/25/22 08:03:04 | 10   | 2    | 0.003231943    | 0.000060591   |
| 361054:8311 | 10/25/22 08:06:43 | 500  | 476  | 0.146806472    | 0.130666991   |
| 361059:8311 | 10/25/22 11:20:56 | 122  | 122  | 0.031619096    | 0.030647358   |
| 361083:8312 | 10/25/22 14:24:28 | 62   | 62   | 0.007839481    | 0.007370917   |
| 361091:8313 | 10/25/22 16:39:55 | 405  | 405  | 0.054054085    | 0.052165771   |
| 361105:8314 | 10/25/22 23:35:04 | 428  | 422  | 0.155035136    | 0.144778372   |
| 361106:8314 | 10/26/22 02:21:10 | 37   | 31   | 0.013489916    | 0.010532712   |
| 361107:8314 | 10/26/22 02:35:30 | 162  | 156  | 0.060076978    | 0.054759989   |
| 361108:8314 | 10/26/22 03:38:10 | 15   | 7    | 0.005579821    | 0.002061992   |
| 361110:8314 | 10/26/22 03:43:42 | 203  | 203  | 0.070761002    | 0.066391740   |
| 361188:8315 | 10/26/22 18:31:01 | 146  | 143  | 0.062763000    | 0.054763348   |
| 361193:8315 | 10/26/22 19:27:43 | 36   | 29   | 0.015457829    | 0.010965603   |
| 361195:8315 | 10/26/22 19:41:33 | 29   | 25   | 0.012584651    | 0.008013879   |
| 361196:8315 | 10/26/22 19:52:28 | 16   | 9    | 0.006833220    | 0.000013953   |
| 361197:8315 | 10/26/22 19:58:35 | 2216 | 2177 | 0.752943190    | 0.677743880   |
| 361198:8315 | 10/27/22 10:19:20 | 55   | 55   | 0.009845850    | 0.009538958   |
| 361223:8316 | 10/27/22 13:21:29 | 702  | 702  | 0.295131217    | 0.270918721   |
| 361239:8317 | 10/27/22 20:29:16 | 1065 | 1058 | 0.445548485    | 0.421144922   |
| 361240:8317 | 10/28/22 03:22:51 | 1028 | 1028 | 0.303347938    | 0.292035716   |
| 361271:8319 | 10/28/22 12:53:41 | 16   | 8    | 0.003708621    | 0.000542378   |
| 361272:8319 | 10/28/22 12:59:35 | 148  | 131  | 0.061947570    | 0.050010596   |
| 361280:8319 | 10/28/22 13:56:59 | 281  | 272  | 0.121411059    | 0.109621883   |
| 361283:8319 | 10/28/22 15:46:07 | 40   | 31   | 0.017236850    | 0.010720675   |
| 361284:8319 | 10/28/22 16:01:19 | 43   | 43   | 0.015606248    | 0.014911744   |
| 361297:8320 | 10/28/22 20:08:38 | 953  | 947  | 0.397181225    | 0.376704910   |
| 361303:8321 | 10/29/22 06:02:54 | 2249 | 2249 | 0.803643100    | 0.765083325   |
| 361318:8322 | 10/29/22 23:23:31 | 465  | 459  | 0.199428404    | 0.187189122   |
